symbol,Name,Sector,Industry
ZINC,Horsehead Holding Corp.,Capital Goods,Metal Fabrications
ZION,Zions Bancorporation,Finance,Major Banks
ZNGA,Zynga Inc.,Technology,EDP Services
ZNH,China Southern Airlines Company Limited,Transportation,Airlines
ZSL,Silver Short,ETF,Silver
YANG,#N/A,ETF,ETF
XCO,EXCO Resources NL,Energy,Oil & Gas Production
VA,Virgin America Inc.,Transportation,Air Freight/Delivery Services
WSM,"Williams-Sonoma, Inc.",Consumer Services,Home Furnishings
WU,Western Union Company (The),Miscellaneous,Business Services
WWD,"Woodward, Inc.",Energy,Industrial Machinery/Components
WWW,"Wolverine World Wide, Inc.",Consumer Non-Durables,Shoe Manufacturing
WY,Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts
WYN,Wyndham Worldwide Corp,Consumer Services,Hotels/Resorts
XLV,#N/A,ETF,Healthcare
X,United States Steel Corporation,Basic Industries,Steel/Iron Ore
XLU,Utilities,ETF,Utilities
XEL,Xcel Energy Inc.,Public Utilities,Power Generation
XIN,Xinyuan Real Estate Co Ltd,Basic Industries,Homebuilding
XIV,Daily Inverse VIX ST ETN Velocityshares,Finance,Investment Bankers/Brokers/Service
XL,XL Group plc,Finance,Property-Casualty Insurers
XLE,Energy,ETF,Energy
XLK,Tech,ETF,Technology
WR,"Westar Energy, Inc.",Public Utilities,Power Generation
WYNN,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts
TXT,Textron Inc.,Capital Goods,Aerospace
TVIX,Daily 2X VIX ST ETN Velocityshares,Finance,Investment Bankers/Brokers/Service
TVIZ,Daily 2X VIX Med-Term ETN Velocityshares,Finance,Investment Bankers/Brokers/Service
TWC,Time Warner Cable Inc,Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components
TWM,Inverse,ETF,ETF
TWX,Time Warner Inc.,Consumer Services,Television Services
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TTM,Tata Motors Ltd,Capital Goods,Auto Manufacturing
TYBS,#N/A,ETF,ETF
TYC,Tyco International plc,Consumer Services,Other Consumer Services
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services
TZA,Inverse ETF,ETF,ETF
TZOO,Travelzoo Inc.,Technology,EDP Services
UAL,"United Continental Holdings, Inc.",Transportation,Air Freight/Delivery Services
VAR,"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TX,Ternium S.A.,Basic Industries,Steel/Iron Ore
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers
TNA,#N/A,ETF,ETF
TNH,"Terra Nitrogen Company, L.P.",Basic Industries,Agricultural Chemicals
TOL,Toll Brothers Inc.,Capital Goods,Homebuilding
TPC,Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings
TQQQ,ProShares UltraPro QQQ,ETF,n/a
TRN,"Trinity Industries, Inc.",Capital Goods,Railroads
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products
TRS,TriMas Corporation,Capital Goods,Industrial Specialties
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TS,Tenaris S.A.,Basic Industries,Steel/Iron Ore
TSL,Trina Solar Limited,Technology,Semiconductors
TSLA,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
TSO,Tesoro Corporation,Energy,Integrated oil Companies
TSS,"Total System Services, Inc.",Miscellaneous,Business Services
UDOW,#N/A,ETF,DOW
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
UUP,#N/A,ETF,ETF
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
URTY,#N/A,ETF,ETF
USB,U.S. Bancorp,Finance,Major Banks
USD,#N/A,ETF,ETF
USLV,3X Long Silver ETN Velocityshares,Finance,Investment Bankers/Brokers/Service
USV,#N/A,ETF,ETF
UCO,#N/A,ETF,ETF
UTX,United Technologies Corporation,Capital Goods,Aerospace
UPRO,#N/A,ETF,ETF
UVXY,#N/A,ETF,ETF
UWM,#N/A,ETF,ETF
UWTI,#N/A,ETF,ETF
UXI,#N/A,ETF,ETF
UYG,#N/A,ETF,ETF
UYM,#N/A,ETF,ETF
RMBS,"Rambus, Inc.",Technology,Semiconductors
UTIW,UTi Worldwide Inc.,Transportation,Oil Refining/Marketing
ULTR,Ultrapetrol (Bahamas) Limited,Transportation,Marine Transportation
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service
UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles
UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products
UFPT,"UFP Technologies, Inc.",Capital Goods,Containers/Packaging
UFS,Domtar Corporation,Basic Industries,Paper
UGL,Gold,ETF,Gold
UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management
UPW,#N/A,ETF,ETF
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",Consumer Services,Other Specialty Stores
UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services
UMDD,#N/A,ETF,ETF
UNG,#N/A,ETF,ETF
UNH,UnitedHealth Group Incorporated,Health Care,Medical Specialities
UNM,Unum Group,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation,Transportation,Railroads
UPL,Ultra Petroleum Corp.,Energy,Oil & Gas Production
VALE,VALE S.A.,Basic Industries,Precious Metals
UJB,#N/A,ETF,ETF
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
ROK,"Rockwell Automation, Inc.",Capital Goods,Industrial Machinery/Components
MFG,"Mizuho Financial Group, Inc.",Finance,Major Banks
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical
MGT,MGT Capital Investments Inc,Miscellaneous,Multi-Sector Companies
MHFI,"McGraw Hill Financial, Inc.",Finance,Finance: Consumer Services
MIC,Macquarie Infrastructure Company,Energy,Oil Refining/Marketing
MET,"MetLife, Inc.",Finance,Life Insurance
MJN,Mead Johnson Nutrition Company,Consumer Non-Durables,Packaged Foods
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components
MLNK,"ModusLink Global Solutions, Inc",Miscellaneous,Business Services
MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers
MMM,3M Company,Health Care,Medical/Dental Instruments
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MO,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MFC,Manulife Financial Corp,Finance,Life Insurance
MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications
MORN,"Morningstar, Inc.",Finance,Investment Managers
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software
MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDY,#N/A,ETF,ETF
MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods
MEI,"Methode Electronics, Inc.",Capital Goods,Electrical Products
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production
MVV,#N/A,ETF,ETF
MWW,"Monster Worldwide, Inc.",Technology,Professional Services
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYL,Mylan N.V.,Health Care,Major Pharmaceuticals
MZZ,#N/A,ETF,ETF
MON,Monsanto Company,Basic Industries,Agricultural Chemicals
NBL,Noble Energy Inc.,Energy,Oil & Gas Production
MTZ,"MasTec, Inc.",Basic Industries,Water Supply
NC,"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances
NDAQ,"The NASDAQ OMX Group, Inc.",Finance,Investment Bankers/Brokers/Service
NEE,"NextEra Energy, Inc.",Public Utilities,Electric Utilities: Central
NEM,Newmont Mining Corporation,Basic Industries,Precious Metals
NEWP,Newport Corporation,Capital Goods,Medical Specialities
NEWS,"NewStar Financial, Inc.",Finance,Finance: Consumer Services
NFG,National Fuel Gas Company,Public Utilities,Oil/Gas Transmission
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
MBT,Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals
MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service
MSCC,Microsemi Corporation,Technology,Semiconductors
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production
MSFT,Microsoft Corporation,Technology,Computer Software
MU,"Micron Technology, Inc.",Technology,Semiconductors
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components
MT,ArcelorMittal,Basic Industries,Steel/Iron Ore
MTB,M&T Bank Corporation,Finance,Major Banks
MTL,Mechel OAO,Basic Industries,Steel/Iron Ore
MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction
MOO,#N/A,ETF,ETF
MSCI,MSCI Inc,Miscellaneous,Business Services
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical
KOLD,ProShares UltraShort Bloomberg Natrl Gas,ETF,ETF
KOP,Koppers Holdings Inc.,Basic Industries,Forest Products
KORS,Michael Kors Holdings Limited,Consumer Non-Durables,Apparel
KR,Kroger Company (The),Consumer Services,Food Chains
KRU,#N/A,ETF,ETF
KS,KapStone Paper and Packaging Corporation,Basic Industries,Paper
LBND,#N/A,ETF,ETF
KSU,Kansas City Southern,Transportation,Railroads
KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing
KUBTY,Kubota,Capital Goods,ETF
KWR,Quaker Chemical Corporation,Basic Industries,Major Chemicals
KWT,#N/A,ETF,ETF
KYO,Kyocera Corporation,Technology,Semiconductors
L,Loews Corporation,Finance,Property-Casualty Insurers
LAZ,Lazard Ltd.,Finance,Investment Managers
MCF,Contango Oil & Gas Company,Energy,Oil & Gas Production
KSS,Kohl,Consumer Services,Department/Specialty Retail Stores
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KAI,Kadant Inc,Technology,Industrial Machinery/Components
KAMN,Kaman Corporation,Consumer Durables,Industrial Specialties
KB,KB Financial Group Inc,Finance,Commercial Banks
KBR,"KBR, Inc.",Basic Industries,Military/Government/Technical
KEG,"Key Energy Services, Inc.",Energy,Oilfield Services/Equipment
A,"Agilent Technologies, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
KFRC,"Kforce, Inc.",Technology,Professional Services
KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution)
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts
KNL,"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services
KKD,"Krispy Kreme Doughnuts, Inc.",Consumer Non-Durables,Food Chains
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KMB,Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging
KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution
KMX,CarMax Inc,Consumer Durables,Automotive Aftermarket
LBTYA,Liberty Global plc,Consumer Services,Television Services
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services
LTL,#N/A,ETF,Telecom
LUK,Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services
LUX,"Luxottica Group, S.p.A.",Health Care,Ophthalmic Goods
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals
LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods
M,Macys Inc,Consumer Services,Department/Specialty Retail Stores
MA,Mastercard Incorporated,Miscellaneous,Business Services
MAN,ManpowerGroup,Technology,Professional Services
MAR,Marriott International,Consumer Services,Hotels/Resorts
MAS,Masco Corporation,Basic Industries,Forest Products
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers
NGD,NEW GOLD INC.,Basic Industries,Precious Metals
LXK,"Lexmark International, Inc.",Technology,Computer Manufacturing
LLL,"L-3 Communications Holdings, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LBY,"Libbey, Inc.",Capital Goods,Industrial Machinery/Components
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components
LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings
LEN,Lennar Corporation,Basic Industries,Homebuilding
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities
LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials
LNKD,LinkedIn Corporation,Technology,Computer Software
LLTC,Linear Technology Corporation,Technology,Semiconductors
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals
LM,"Legg Mason, Inc.",Finance,Investment Managers
LMCA,Liberty Media Corporation,Consumer Services,Broadcasting
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical
LNC,Lincoln National Corporation,Finance,Life Insurance
MCD,McDonalds Corporation,Consumer Services,Restaurants
LIOX,"Lionbridge Technologies, Inc.",Miscellaneous,Business Services
PSP,#N/A,ETF,ETF
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services
PRU,"Prudential Financial, Inc.",Finance,Life Insurance
PRXL,PAREXEL International Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PSA,Public Storage,Consumer Services,Real Estate Investment Trusts
PSCE,PowerShares S&P SmallCap Energy Portfolio,ETF,n/a
PSDV,pSivida Corp.,Capital Goods,Biotechnology: Laboratory Analytical Instruments
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,ETF,n/a
PSMT,"PriceSmart, Inc.",Consumer Services,Department/Specialty Retail Stores
PPL,PPL Corporation,Public Utilities,Electric Utilities: Central
PTR,PetroChina Company Limited,Energy,Oil & Gas Production
PUK,Prudential Public Limited Company,Finance,Life Insurance
PVAH,Penn Virginia Corporation,Energy,Oil & Gas Production
PWR,"Quanta Services, Inc.",Capital Goods,Engineering & Construction
PX,"Praxair, Inc.",Basic Industries,Major Chemicals
PXD,Pioneer Natural Resources Company,Energy,Oil & Gas Production
PHG,Koninklijke Philips N.V.,Energy,Consumer Electronics/Appliances
PSK,#N/A,ETF,ETF
PLD,"ProLogis, Inc.",Consumer Services,Real Estate Investment Trusts
NFLX,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains
PII,Polaris Industries Inc.,Capital Goods,Industrial Specialties
PIR,"Pier 1 Imports, Inc.",Consumer Services,Home Furnishings
PKB,#N/A,ETF,ETF
PKD,Parker Drilling Company,Energy,Oil & Gas Production
PKG,Packaging Corporation of America,Consumer Durables,Containers/Packaging
PKI,"PerkinElmer, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
PRGS,Progress Software Corporation,Technology,Computer Software
PLAB,"Photronics, Inc.",Technology,Semiconductors
PRAA,"PRA Group, Inc.",Finance,Finance: Consumer Services
PLT,"Plantronics, Inc.",Public Utilities,Telecommunications Equipment
PM,Philip Morris International Inc,Consumer Non-Durables,Farming/Seeds/Milling
POL,PolyOne Corporation,Basic Industries,Major Chemicals
POT,Potash Corporation of Saskatchewan Inc.,Basic Industries,Agricultural Chemicals
POWI,"Power Integrations, Inc.",Technology,Semiconductors
PPG,"PPG Industries, Inc.",Basic Industries,Paints/Coatings
QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment
PKX,POSCO,Basic Industries,Steel/Iron Ore
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,Ordnance And Accessories
RETL,#N/A,ETF,ETF
REV,"Revlon, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
REW,#N/A,ETF,ETF
REX,REX American Resources Corporation,Basic Industries,Major Chemicals
REXX,Rex Energy Corporation,Energy,Oil & Gas Production
RF,Regions Financial Corporation,Finance,Major Banks
PYPL,"PayPal Holdings, Inc.",Miscellaneous,Business Services
RGLD,"Royal Gold, Inc.",Basic Industries,Precious Metals
RELL,"Richardson Electronics, Ltd.",Consumer Non-Durables,Electronic Components
RHI,Robert Half International Inc.,Technology,Professional Services
RHT,"Red Hat, Inc.",Technology,Computer Software
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,Restaurants
RIG,Transocean Ltd.,Energy,Oil & Gas Production
RIO,Rio Tinto Plc,Basic Industries,Precious Metals
RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel
K,Kellogg Company,Consumer Non-Durables,Packaged Foods
RGA,"Reinsurance Group of America, Incorporated",Finance,Life Insurance
RAVN,"Raven Industries, Inc.",Capital Goods,Specialty Chemicals
QID,#N/A,ETF,ETF
QLD,#N/A,ETF,ETF
QLGC,QLogic Corporation,Technology,Computer Communications Equipment
QRVO,Qorvo,Technology,Semiconductors
QSII,"Quality Systems, Inc.",Technology,EDP Services
QTM,Quantum Corporation,Technology,Electronic Components
QVCA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution
REMX,#N/A,ETF,ETF
RAI,Reynolds American Inc,Consumer Non-Durables,Farming/Seeds/Milling
REM,#N/A,ETF,ETF
RAX,"Rackspace Hosting, Inc",Technology,Computer Software
RCL,Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation
RDC,Rowan Companies plc,Energy,Oil & Gas Production
RDEN,"Elizabeth Arden, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
RDY,Dr. Reddy&#39;s Laboratories Ltd,Health Care,Major Pharmaceuticals
REDF,Rediff.com India Limited,Consumer Services,Newspapers/Magazines
PH,Parker-Hannifin Corporation,Capital Goods,Metal Fabrications
R,"Ryder System, Inc.",Consumer Services,Rental/Leasing Companies
NXST,"Nexstar Broadcasting Group, Inc.",Consumer Services,Broadcasting
NUE,Nucor Corporation,Basic Industries,Steel/Iron Ore
NUGT,Gold Miners 3X,ETF,ETF
NUS,"Nu Skin Enterprises, Inc.",Health Care,Other Pharmaceuticals
NVAX,"Novavax, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVDA,NVIDIA Corporation,Technology,Semiconductors
NVS,Novartis AG,Health Care,Major Pharmaceuticals
OFIX,Orthofix International N.V.,Health Care,Medical/Dental Instruments
NWSA,News Corporation,Consumer Services,Newspapers/Magazines
NTES,"NetEase, Inc.",Miscellaneous,Business Services
NYCB,"New York Community Bancorp, Inc.",Finance,Banks
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants
NYT,New York Times Company (The),Consumer Services,Newspapers/Magazines
OC,Owens Corning Inc,Capital Goods,Industrial Machinery/Components
OCLR,"Oclaro, Inc.",Technology,Semiconductors
ODP,"Office Depot, Inc.",Consumer Services,Other Specialty Stores
PHM,"PulteGroup, Inc.",Capital Goods,Homebuilding
NWL,Newell Rubbermaid Inc.,Consumer Non-Durables,Plastic Products
NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications
ROG,Rogers Corporation,Basic Industries,Major Chemicals
NGS,"Natural Gas Services Group, Inc.",Energy,Oilfield Services/Equipment
NI,"NiSource, Inc",Public Utilities,Power Generation
NIHD,"NII Holdings, Inc.",Public Utilities,Telecommunications Equipment
NKE,"Nike, Inc.",Consumer Non-Durables,Shoe Manufacturing
NM,Navios Maritime Holdings Inc.,Transportation,Marine Transportation
NOC,Northrop Grumman Corporation,Capital Goods,Industrial Machinery/Components
NTWK,NetSol Technologies Inc.,Technology,Computer Software
NOK,Nokia Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
NTRS,Northern Trust Corporation,Finance,Major Banks
NP,"Neenah Paper, Inc.",Basic Industries,Paper
NPK,"National Presto Industries, Inc.",Capital Goods,Ordnance And Accessories
NPO,Enpro Industries,Basic Industries,Metal Fabrications
NRG,"NRG Energy, Inc.",Public Utilities,Electric Utilities: Central
NSC,Norfolk Souther Corporation,Transportation,Railroads
NTAP,"NetApp, Inc.",Technology,Electronic Components
OGXI,OncoGenex Pharmaceuticals Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas Production
PEGA,Pegasystems Inc.,Technology,EDP Services
OFG,OFG Bancorp,Finance,Major Banks
PCAR,PACCAR Inc.,Capital Goods,Auto Manufacturing
PCG,Pacific Gas & Electric Co.,Public Utilities,Power Generation
PCLN,The Priceline Group Inc. ,Miscellaneous,Business Services
PCMI,"PCM, Inc.",Consumer Services,Catalog/Specialty Distribution
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas Production
PAYX,"Paychex, Inc.",Consumer Services,Diversified Commercial Services
PDS,Precision Drilling Corporation,Energy,Oil & Gas Production
PAY,"Verifone Systems, Inc.",Miscellaneous,Office Equipment/Supplies/Services
PEP,"Pepsico, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
PERY,Perry Ellis International Inc.,Consumer Non-Durables,Apparel
PFF,#N/A,ETF,ETF
PFG,Principal Financial Group Inc,Finance,Accident &Health Insurance
PFM,#N/A,ETF,ETF
PG,Procter & Gamble Company (The),Basic Industries,Package Goods/Cosmetics
PGR,Progressive Corporation (The),Finance,Property-Casualty Insurers
PDCO,"Patterson Companies, Inc.",Health Care,Medical Specialities
OSK,Oshkosh Corporation,Capital Goods,Auto Manufacturing
OI,"Owens-Illinois, Inc.",Consumer Durables,Containers/Packaging
OIS,"Oil States International, Inc.",Energy,Metal Fabrications
OLN,Olin Corporation,Basic Industries,Major Chemicals
OMC,Omnicom Group Inc.,Technology,Advertising
OMI,"Owens & Minor, Inc.",Health Care,Medical Specialities
OMN,OMNOVA Solutions Inc.,Basic Industries,Specialty Chemicals
OPY,"Oppenheimer Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
PBI,Pitney Bowes Inc.,Miscellaneous,Office Equipment/Supplies/Services
ORN,Orion Marine Group Inc,Basic Industries,Military/Government/Technical
NFX,Newfield Exploration Company,Energy,Oil & Gas Production
OVTI,"OmniVision Technologies, Inc.",Technology,Semiconductors
OXM,"Oxford Industries, Inc.",Consumer Non-Durables,Apparel
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas Production
PAG,"Penske Automotive Group, Inc.",Consumer Durables,Automotive Aftermarket
PALL,Pall Corporation,Capital Goods,Industrial Machinery/Components
PAM,Pampa Energia S.A.,Public Utilities,Electric Utilities: Central
ORLY,"OReilly Automotive, Inc.",Consumer Services,Other Specialty Stores
PCL,"Plum Creek Timber Company, Inc.",Consumer Services,Real Estate Investment Trusts
